Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
29,143,Elementary,JK-8,1110,16,100,2,1,12,1,78%,-2.0,75%,4.0,66%,10.0,77%,-5.0,73%,-6.0,28%,-10.0,6,3,2020
29,148,Elementary,JK-8,515,23,100,14,13,16,0,52%,11.0,34%,-6.0,26%,0.0,50%,-5.0,54%,5.0,20%,-2.0,38,21,2020
29,156,Elementary,JK-8,535,47,100,9,9,17,0,69%,10.0,65%,-2.0,48%,7.0,72%,-9.0,68%,-4.0,33%,-11.0,23,8,2020
29,229,Elementary,JK-6,165,20,100,20,15,20,0,50%,-26.0,40%,-27.0,30%,-22.0,60%,-3.0,60%,0.0,32%,2.0,25,0,2020
29,280,Elementary,JK-8,630,38,100,15,16,24,1,42%,8.0,25%,-19.0,18%,-9.0,39%,2.0,47%,13.0,6%,-6.0,54,39,2020
29,281,Elementary,JK-8,295,40,100,10,10,15,0,47%,-12.0,53%,5.0,33%,-8.0,67%,26.0,59%,28.0,15%,9.0,30,20,2020
29,320,Elementary,JK-8,470,30,100,10,10,20,0,62%,2.0,60%,0.0,43%,10.0,68%,15.0,71%,10.0,27%,-4.0,20,10,2020
29,440,Elementary,JK-8,560,58,99,21,22,15,0,47%,-1.0,37%,-11.0,25%,-3.0,56%,6.0,53%,-2.0,25%,4.0,54,22,2020
29,450,Elementary,JK-8,380,10,100,0,0,20,5,78%,0.0,48%,-30.0,57%,-7.0,85%,1.0,87%,9.0,43%,-10.0,20,10,2020
29,560,Elementary,1-8,310,25,100,5,0,10,0,64%,-11.0,53%,-8.0,43%,-7.0,75%,-25.0,88%,-5.0,29%,-38.0,10,0,2020
29,777,Elementary,JK-8,230,10,100,0,0,15,0,50%,-42.0,40%,-45.0,70%,8.0,93%,16.0,88%,16.0,32%,-8.0,10,0,2020
29,794,Elementary,JK-6,380,20,100,5,5,5,0,84%,-1.0,79%,-6.0,66%,-3.0,94%,-2.0,90%,-4.0,55%,-11.0,5,0,2020
29,800,Elementary,JK-8,520,23,100,9,10,18,1,65%,14.0,69%,22.0,51%,14.0,70%,18.0,86%,36.0,23%,5.0,34,9,2020
29,814,Elementary,JK-8,555,34,100,0,1,15,1,79%,4.0,77%,2.0,74%,3.0,76%,1.0,77%,5.0,39%,11.0,18,3,2020
29,821,Elementary,JK-8,450,10,100,5,5,15,0,54%,26.0,15%,-17.0,41%,15.0,58%,7.0,58%,11.0,15%,-5.0,20,10,2020
29,862,Elementary,JK-8,410,40,100,5,10,15,0,58%,-11.0,56%,-19.0,42%,-19.0,74%,-12.0,82%,2.0,53%,10.0,25,10,2020
29,896,Elementary,JK-8,710,11,99,1,2,11,3,77%,-12.0,62%,-19.0,39%,-32.0,92%,7.0,90%,9.0,43%,3.0,5,0,2020
29,925,Elementary,JK-8,485,35,95,5,0,15,0,63%,4.0,53%,-8.0,35%,-7.0,69%,-3.0,75%,12.0,29%,-6.0,30,5,2020
29,936,Elementary,JK-8,300,65,100,20,15,35,0,59%,11.0,75%,23.0,34%,-1.0,44%,15.0,59%,18.0,19%,9.0,50,35,2020
29,947,Elementary,JK-8,510,16,99,7,7,10,0,59%,-9.0,32%,-29.0,22%,-8.0,57%,-20.0,51%,-13.0,25%,-16.0,21,10,2020
29,949,Elementary,JK-8,495,20,100,0,0,20,0,61%,12.0,35%,-22.0,28%,-11.0,48%,-25.0,29%,-38.0,14%,-18.0,50,20,2020
29,955,Elementary,JK-6,210,30,100,5,10,20,0,61%,4.0,56%,-6.0,28%,-5.0,48%,10.0,65%,15.0,39%,27.0,30,5,2020
29,1004,Elementary,JK-8,495,10,100,10,10,10,0,62%,1.0,54%,-18.0,41%,2.0,59%,-19.0,55%,-26.0,14%,-36.0,20,0,2020
29,1054,Elementary,JK-6,335,35,100,10,10,10,0,77%,7.0,71%,-1.0,54%,4.0,86%,14.0,83%,14.0,48%,14.0,10,5,2020
29,1061,Elementary,JK-8,335,40,100,10,10,5,0,78%,19.0,73%,19.0,64%,15.0,69%,-21.0,65%,-23.0,26%,-20.0,10,0,2020
29,1152,Elementary,JK-8,585,73,100,24,24,10,0,61%,5.0,61%,9.0,52%,22.0,67%,-9.0,77%,-1.0,33%,-30.0,48,12,2020
29,1173,Elementary,JK-8,770,26,99,8,8,13,1,56%,0.0,45%,3.0,35%,-4.0,69%,2.0,71%,16.0,24%,0.0,25,10,2020
29,1183,Elementary,JK-6,240,35,100,5,5,15,0,57%,-17.0,46%,-25.0,46%,-9.0,76%,-6.0,68%,-26.0,32%,-27.0,25,10,2020
29,1190,Elementary,JK-8,335,30,100,5,10,10,0,50%,-17.0,41%,-21.0,32%,-4.0,77%,18.0,77%,10.0,13%,-25.0,25,10,2020
29,1279,Elementary,JK-8,410,10,100,5,5,20,0,38%,2.0,35%,1.0,28%,12.0,47%,-15.0,51%,3.0,11%,-1.0,30,15,2020
29,1329,Elementary,JK-8,505,42,100,9,9,14,0,70%,-1.0,57%,-11.0,50%,-4.0,78%,15.0,72%,9.0,57%,23.0,17,6,2020
29,1331,Elementary,JK-8,365,5,100,0,0,10,0,64%,9.0,59%,-9.0,64%,25.0,73%,11.0,80%,13.0,27%,1.0,10,0,2020
29,1339,Elementary,JK-6,220,30,100,5,5,10,5,88%,11.0,88%,-2.0,83%,6.0,100%,4.0,100%,4.0,86%,-2.0,15,0,2020
29,1400,Elementary,JK-8,540,30,99,3,2,5,6,81%,-12.0,62%,-19.0,57%,-9.0,88%,0.0,88%,0.0,48%,-10.0,21,6,2020
29,1501,Elementary,JK-8,435,40,100,15,10,15,0,66%,11.0,68%,19.0,54%,5.0,62%,-14.0,59%,-9.0,32%,13.0,35,10,2020
29,1559,Elementary,JK-8,690,11,100,6,6,15,1,42%,-10.0,38%,-14.0,25%,-9.0,41%,-17.0,42%,-16.0,5%,-10.0,45,17,2020
29,1574,Elementary,JK-8,605,8,100,6,5,17,0,57%,3.0,73%,12.0,33%,-5.0,60%,-14.0,48%,-12.0,13%,-12.0,37,17,2020
29,1576,Elementary,JK-8,575,39,100,27,27,17,0,53%,17.0,40%,3.0,22%,7.0,59%,11.0,56%,13.0,33%,24.0,54,19,2020
29,1582,Elementary,JK-8,390,25,100,10,10,15,0,68%,-6.0,68%,-8.0,45%,-20.0,55%,-13.0,62%,-2.0,29%,11.0,25,5,2020
29,1584,Elementary,JK-8,735,41,100,7,8,10,1,61%,2.0,55%,-7.0,45%,-3.0,90%,-2.0,92%,-3.0,63%,-3.0,15,3,2020
29,1599,Elementary,JK-8,600,40,99,6,6,14,1,73%,10.0,58%,-9.0,55%,16.0,65%,-23.0,68%,-13.0,49%,0.0,22,7,2020
29,1617,Elementary,JK-8,460,55,100,10,10,10,0,66%,2.0,53%,-2.0,57%,5.0,77%,10.0,77%,15.0,37%,4.0,25,10,2020
29,1660,Elementary,JK-6,265,15,95,5,0,10,0,85%,7.0,88%,25.0,69%,17.0,93%,9.0,97%,10.0,70%,18.0,5,0,2020
29,1732,Elementary,JK-8,425,40,100,10,15,15,0,76%,17.0,73%,21.0,51%,17.0,58%,-5.0,72%,2.0,12%,-14.0,30,10,2020
29,1733,Elementary,JK-8,590,9,100,3,2,15,3,74%,-8.0,56%,-24.0,54%,-14.0,98%,5.0,98%,13.0,69%,3.0,10,2,2020
29,1748,Elementary,JK-8,375,40,100,0,0,10,5,64%,-13.0,52%,-28.0,52%,-22.0,82%,-2.0,72%,-12.0,36%,-17.0,15,0,2020
29,2317,Elementary,JK-8,220,20,100,5,10,10,0,66%,16.0,69%,23.0,56%,29.0,79%,-10.0,76%,-1.0,48%,11.0,20,0,2020
29,2328,Elementary,JK-8,585,36,100,4,4,11,1,83%,29.0,79%,19.0,55%,9.0,60%,-15.0,73%,8.0,19%,-12.0,25,9,2020
29,2349,Elementary,JK-8,535,55,100,16,15,10,0,74%,-7.0,65%,-16.0,67%,-14.0,82%,-2.0,86%,2.0,54%,7.0,17,0,2020
29,2401,Elementary,JK-8,375,10,95,0,0,20,0,75%,32.0,79%,6.0,29%,2.0,69%,6.0,71%,9.0,44%,23.0,25,10,2020
29,2405,Elementary,JK-8,620,11,100,4,4,20,1,58%,18.0,47%,2.0,32%,1.0,68%,10.0,69%,20.0,31%,10.0,31,9,2020
29,2492,Elementary,JK-8,890,31,100,4,3,9,1,69%,-5.0,60%,-8.0,53%,-11.0,86%,6.0,88%,11.0,53%,-7.0,9,3,2020
30,101,Elementary,JK-8,135,0,100,0,0,5,0,74%,7.0,68%,10.0,53%,20.0,82%,13.0,82%,13.0,27%,-17.0,20,0,2020
30,123,Elementary,JK-8,380,0,95,0,0,15,0,50%,-18.0,42%,-14.0,35%,-17.0,82%,-6.0,78%,-5.0,41%,-17.0,15,5,2020
30,245,Elementary,JK-8,235,0,100,0,0,15,0,85%,8.0,58%,-15.0,62%,0.0,93%,23.0,90%,12.0,63%,15.0,10,5,2020
30,411,Elementary,JK-8,175,0,100,0,0,25,0,21%,-39.0,21%,-29.0,21%,-29.0,41%,-23.0,45%,-19.0,23%,-13.0,15,10,2020
30,793,Elementary,JK-8,380,0,100,0,0,20,0,74%,-7.0,79%,2.0,57%,-8.0,90%,7.0,86%,23.0,41%,-10.0,10,0,2020
30,796,Elementary,JK-8,310,0,100,0,0,15,0,49%,-11.0,54%,1.0,31%,-9.0,61%,21.0,54%,14.0,21%,14.0,10,10,2020
30,907,Elementary,JK-8,680,4,100,1,1,14,0,72%,3.0,63%,-11.0,63%,9.0,80%,18.0,79%,10.0,36%,5.0,11,1,2020
30,915,Elementary,JK-8,630,3,100,1,1,19,0,82%,9.0,66%,-7.0,57%,-14.0,76%,0.0,73%,2.0,43%,16.0,22,7,2020
30,1121,Elementary,JK-8,235,0,100,0,5,20,0,53%,-17.0,26%,-44.0,21%,-39.0,95%,18.0,71%,-6.0,43%,20.0,10,0,2020
30,1225,Elementary,JK-8,155,0,100,0,0,20,0,85%,18.0,85%,27.0,54%,21.0,81%,28.0,56%,-4.0,19%,-21.0,25,10,2020
30,1488,Elementary,JK-8,345,5,100,0,0,20,0,42%,-10.0,55%,-21.0,29%,-10.0,87%,5.0,83%,15.0,33%,7.0,30,0,2020
30,1553,Elementary,JK-6,270,5,100,0,0,20,0,71%,-5.0,55%,-18.0,42%,-12.0,73%,4.0,70%,14.0,16%,4.0,25,10,2020
30,1553,Elementary,JK-6,300,0,95,0,0,30,0,32%,-18.0,30%,-20.0,17%,-9.0,16%,-34.0,22%,-35.0,0%,-7.0,40,10,2020
30,1560,Elementary,JK-8,375,0,100,0,0,35,0,57%,35.0,47%,28.0,37%,30.0,62%,15.0,40%,9.0,8%,-11.0,35,5,2020
30,1573,Elementary,JK-8,250,5,100,5,5,30,0,62%,24.0,69%,44.0,38%,7.0,58%,38.0,58%,48.0,17%,17.0,30,10,2020
30,1579,Elementary,JK-6,250,0,100,0,0,30,0,77%,33.0,58%,29.0,52%,26.0,65%,-6.0,74%,3.0,45%,10.0,35,5,2020
30,1727,Elementary,JK-6,285,10,100,10,10,10,0,71%,2.0,60%,9.0,52%,-12.0,94%,18.0,84%,28.0,19%,-13.0,20,10,2020
30,1743,Elementary,JK-8,120,0,95,0,0,15,0,64%,-11.0,73%,-27.0,73%,6.0,33%,-42.0,47%,-23.0,13%,-17.0,10,0,2020
30,2283,Elementary,JK-8,720,0,100,0,0,16,0,74%,10.0,51%,1.0,51%,8.0,70%,8.0,66%,9.0,36%,0.0,15,10,2020
30,2310,Elementary,JK-8,240,5,100,0,5,20,0,72%,-2.0,64%,-17.0,68%,-10.0,68%,1.0,68%,-2.0,16%,-21.0,15,5,2020
30,2363,Elementary,JK-6,405,0,100,0,0,20,0,46%,3.0,29%,8.0,19%,-13.0,49%,-10.0,43%,-2.0,11%,-7.0,25,15,2020
30,2369,Elementary,JK-8,360,0,100,0,0,20,0,70%,15.0,68%,13.0,62%,0.0,87%,11.0,87%,13.0,47%,3.0,25,10,2020
30,2372,Elementary,JK-8,320,0,100,0,0,20,0,56%,-10.0,40%,-39.0,48%,-21.0,54%,-24.0,66%,-2.0,14%,-13.0,15,0,2020
30,2379,Elementary,JK-6,165,0,100,0,0,30,0,95%,15.0,82%,-3.0,86%,6.0,67%,-2.0,72%,3.0,44%,9.0,20,20,2020
30,2507,Elementary,JK-8,215,0,100,0,0,30,0,28%,-18.0,4%,-46.0,16%,-7.0,61%,-11.0,53%,8.0,18%,-17.0,25,10,2020
31,976,Elementary,JK-8,200,0,100,0,5,15,0,74%,10.0,70%,-16.0,43%,-21.0,93%,-7.0,100%,0.0,73%,13.0,10,0,2020
31,1065,Elementary,JK-8,345,0,100,0,0,10,0,85%,5.0,82%,15.0,64%,-13.0,86%,-14.0,89%,0.0,60%,-10.0,15,0,2020
31,1459,Elementary,JK-8,125,5,100,0,0,10,0,100%,0.0,100%,0.0,100%,0.0,87%,-4.0,73%,-27.0,73%,9.0,10,10,2020
31,1549,Elementary,JK-8,245,0,100,0,0,5,0,81%,-3.0,81%,-8.0,65%,18.0,92%,-2.0,88%,-6.0,48%,-2.0,20,10,2020
31,1676,Elementary,JK-8,185,0,100,0,0,20,0,65%,35.0,47%,28.0,29%,-8.0,53%,-25.0,71%,15.0,18%,-15.0,20,25,2020
31,1781,Elementary,JK-8,225,5,100,5,0,10,0,81%,-1.0,86%,4.0,57%,12.0,84%,-12.0,90%,-6.0,58%,-20.0,10,5,2020
31,1784,Elementary,JK-8,185,0,100,0,0,20,0,81%,-9.0,73%,-17.0,50%,-35.0,78%,-10.0,72%,-20.0,6%,-61.0,20,10,2020
31,1832,Elementary,JK-8,210,0,100,0,0,10,0,82%,17.0,76%,21.0,53%,-7.0,88%,18.0,81%,11.0,50%,30.0,15,5,2020
31,1861,Elementary,1-8,145,0,100,0,0,15,0,85%,9.0,92%,16.0,85%,9.0,86%,6.0,86%,-2.0,36%,-20.0,10,5,2020
31,1942,Elementary,JK-8,175,0,95,0,0,5,0,89%,3.0,100%,21.0,67%,-4.0,94%,22.0,94%,11.0,53%,9.0,15,5,2020
31,1980,Elementary,JK-8,245,0,100,0,0,20,0,96%,10.0,84%,-6.0,48%,-7.0,96%,5.0,92%,14.0,31%,-8.0,20,0,2020
31,2046,Elementary,JK-8,300,5,100,0,0,10,0,71%,16.0,94%,23.0,60%,8.0,92%,4.0,92%,4.0,77%,36.0,15,15,2020
31,2050,Elementary,JK-8,325,0,100,0,0,10,0,55%,1.0,30%,-6.0,30%,-2.0,88%,12.0,73%,14.0,23%,-9.0,20,5,2020
31,2085,Elementary,JK-8,125,0,100,0,0,10,0,93%,20.0,79%,6.0,71%,4.0,83%,-17.0,83%,-17.0,50%,-5.0,10,10,2020
32,962,Elementary,JK-8,490,5,100,0,0,20,0,76%,-4.0,64%,-11.0,56%,3.0,74%,7.0,79%,19.0,43%,16.0,20,5,2020
32,967,Elementary,JK-8,195,0,95,0,0,30,0,77%,-19.0,62%,-21.0,42%,-36.0,78%,-15.0,74%,-22.0,43%,-16.0,20,10,2020
32,1439,Elementary,JK-8,150,0,100,0,0,35,0,62%,-18.0,31%,-59.0,15%,-55.0,86%,0.0,82%,-4.0,32%,18.0,30,10,2020
32,1452,Elementary,JK-8,275,0,100,0,0,20,0,71%,-4.0,46%,-33.0,58%,-17.0,75%,-20.0,81%,-3.0,41%,-21.0,15,0,2020
32,1453,Elementary,JK-8,185,0,100,0,0,15,0,40%,-6.0,24%,-22.0,8%,-21.0,82%,-11.0,76%,-17.0,18%,5.0,30,15,2020
32,1674,Elementary,JK-8,240,0,100,0,0,25,0,59%,19.0,41%,-4.0,26%,-9.0,72%,3.0,56%,-13.0,11%,-12.0,20,5,2020
32,1900,Elementary,JK-8,285,0,100,0,0,20,0,85%,-4.0,88%,-1.0,69%,-8.0,100%,0.0,100%,0.0,58%,-14.0,20,5,2020
32,2039,Elementary,JK-8,140,0,100,0,0,30,0,71%,26.0,79%,34.0,43%,-2.0,87%,14.0,73%,9.0,20%,2.0,25,30,2020
32,2044,Elementary,JK-8,390,0,100,0,5,10,0,93%,-7.0,91%,-3.0,84%,-4.0,100%,9.0,100%,13.0,75%,45.0,15,5,2020
32,2087,Elementary,JK-8,340,0,100,0,0,20,0,86%,14.0,67%,11.0,55%,5.0,82%,-12.0,92%,-2.0,53%,9.0,20,5,2020
33,80,Elementary,JK-8,175,0,100,5,0,20,0,89%,-1.0,84%,-6.0,53%,-27.0,100%,10.0,100%,0.0,77%,-3.0,10,5,2020
33,116,Elementary,JK-6,210,0,100,0,0,10,0,75%,-7.0,71%,-11.0,50%,-24.0,90%,25.0,81%,16.0,52%,9.0,10,0,2020
33,131,Elementary,JK-6,220,0,100,0,0,15,0,47%,-21.0,47%,-10.0,38%,-23.0,58%,-29.0,56%,-20.0,28%,-51.0,20,5,2020
33,212,Elementary,JK-8,485,0,100,0,0,15,0,75%,-5.0,77%,4.0,50%,-4.0,81%,0.0,81%,8.0,43%,19.0,10,0,2020
33,231,Elementary,JK-6,150,0,100,0,0,15,0,86%,17.0,86%,24.0,77%,8.0,73%,-7.0,55%,-35.0,18%,-12.0,15,0,2020
33,234,Elementary,JK-6,255,0,100,5,5,10,0,77%,-9.0,67%,-5.0,60%,-12.0,70%,-10.0,68%,1.0,35%,-7.0,10,0,2020
33,246,Elementary,JK-8,730,3,100,2,2,4,0,78%,2.0,65%,-16.0,54%,-18.0,89%,8.0,88%,7.0,55%,4.0,16,4,2020
33,253,Elementary,JK-6,190,0,100,0,0,10,0,71%,-6.0,81%,13.0,62%,-6.0,100%,18.0,92%,15.0,62%,21.0,5,0,2020
33,302,Elementary,JK-8,175,0,100,0,0,10,0,78%,7.0,78%,11.0,61%,9.0,71%,-14.0,86%,-6.0,48%,-6.0,15,0,2020
33,310,Elementary,JK-8,780,5,100,0,1,15,0,78%,14.0,73%,12.0,62%,3.0,81%,-3.0,81%,12.0,50%,12.0,7,1,2020
33,321,Elementary,JK-8,440,0,100,0,0,10,0,88%,18.0,76%,11.0,68%,18.0,80%,-1.0,77%,2.0,54%,12.0,10,0,2020
33,357,Elementary,JK-8,110,0,100,0,0,30,0,67%,0.0,67%,0.0,58%,16.0,85%,43.0,69%,36.0,31%,-2.0,15,0,2020
33,384,Elementary,JK-8,470,10,100,0,5,20,0,81%,5.0,66%,-12.0,59%,-3.0,68%,-5.0,68%,-1.0,22%,-3.0,5,0,2020
33,431,Elementary,JK-8,330,5,100,5,0,15,0,74%,1.0,61%,-20.0,58%,-7.0,87%,6.0,81%,0.0,77%,16.0,0,0,2020
33,433,Elementary,JK-6,870,7,100,1,0,8,0,78%,-1.0,62%,-11.0,53%,-16.0,88%,-2.0,86%,5.0,56%,-7.0,7,1,2020
33,437,Elementary,JK-8,570,6,100,2,1,13,0,73%,5.0,64%,-2.0,51%,1.0,70%,1.0,70%,-5.0,22%,-17.0,9,3,2020
33,447,Elementary,K-8,895,5,98,0,1,10,0,90%,3.0,95%,7.0,62%,8.0,93%,-4.0,91%,2.0,48%,-17.0,9,1,2020
33,697,Elementary,JK-6,650,3,100,2,2,9,0,69%,-20.0,57%,-23.0,63%,7.0,93%,-4.0,86%,-9.0,50%,-16.0,18,2,2020
33,725,Elementary,JK-6,215,0,100,0,0,10,0,86%,29.0,73%,16.0,73%,25.0,72%,-9.0,64%,5.0,40%,10.0,5,0,2020
33,810,Elementary,JK-6,485,0,100,0,0,10,0,80%,14.0,66%,8.0,65%,23.0,81%,-3.0,81%,5.0,53%,25.0,15,0,2020
33,868,Elementary,JK-8,235,0,100,0,0,10,0,87%,7.0,52%,-20.0,61%,21.0,67%,7.0,72%,12.0,22%,-28.0,10,0,2020
33,908,Elementary,JK-8,495,5,100,0,0,15,0,64%,-10.0,42%,-15.0,33%,-17.0,73%,8.0,67%,9.0,18%,-7.0,10,0,2020
33,919,Elementary,JK-8,225,0,100,0,0,20,0,76%,14.0,38%,-16.0,52%,6.0,68%,-6.0,68%,33.0,29%,12.0,30,0,2020
33,946,Elementary,JK-8,195,10,100,10,10,30,0,64%,24.0,57%,10.0,43%,10.0,50%,0.0,54%,0.0,4%,-25.0,30,5,2020
33,951,Elementary,JK-8,240,0,100,0,0,15,0,81%,5.0,56%,-9.0,69%,28.0,73%,-9.0,69%,-8.0,27%,0.0,20,5,2020
33,1059,Elementary,JK-8,705,5,100,2,1,21,0,91%,19.0,88%,12.0,88%,25.0,80%,2.0,82%,15.0,57%,13.0,12,1,2020
33,1081,Elementary,JK-8,465,10,100,5,5,20,0,63%,-2.0,51%,-12.0,47%,6.0,73%,2.0,62%,-16.0,22%,-11.0,10,5,2020
33,1110,Elementary,JK-6,250,10,100,10,10,10,0,67%,-15.0,64%,-15.0,53%,-11.0,77%,-4.0,85%,4.0,42%,-3.0,15,5,2020
33,1114,Elementary,JK-6,255,0,100,0,0,20,0,70%,21.0,65%,21.0,45%,7.0,67%,3.0,43%,-7.0,20%,-7.0,40,10,2020
33,1120,Elementary,JK-8,265,0,100,0,5,25,0,64%,-19.0,50%,-29.0,54%,-17.0,72%,-4.0,69%,8.0,45%,21.0,20,5,2020
33,1210,Elementary,JK-8,280,5,100,5,0,20,0,90%,24.0,76%,14.0,59%,-3.0,75%,-3.0,78%,12.0,28%,-11.0,5,0,2020
33,1286,Elementary,JK-8,545,1,100,1,1,18,0,71%,-2.0,47%,-24.0,48%,-4.0,83%,13.0,76%,15.0,39%,-13.0,12,8,2020
33,1343,Elementary,JK-8,560,1,100,0,0,16,0,76%,9.0,76%,14.0,66%,9.0,89%,7.0,93%,11.0,41%,10.0,12,3,2020
33,1361,Elementary,JK-6,735,4,100,0,0,14,0,83%,7.0,81%,5.0,65%,1.0,88%,7.0,81%,5.0,64%,19.0,8,1,2020
33,1376,Elementary,JK-6,165,0,100,0,0,10,0,89%,-11.0,94%,-6.0,83%,-17.0,100%,10.0,100%,0.0,75%,18.0,5,5,2020
33,1382,Elementary,JK-8,380,0,100,0,0,20,0,89%,-8.0,87%,-7.0,76%,2.0,92%,13.0,90%,27.0,54%,25.0,10,5,2020
33,1396,Elementary,JK-8,300,0,100,0,0,15,0,63%,-30.0,58%,-28.0,58%,-25.0,82%,-3.0,91%,9.0,50%,-23.0,15,0,2020
33,1399,Elementary,JK-8,300,0,100,0,0,20,0,66%,22.0,60%,16.0,57%,15.0,66%,-2.0,77%,20.0,20%,-5.0,15,0,2020
33,1428,Elementary,JK-6,200,0,100,0,0,15,0,71%,18.0,54%,-6.0,54%,1.0,73%,-17.0,60%,-10.0,37%,-3.0,10,0,2020
33,1433,Elementary,JK-6,240,10,100,10,10,25,0,79%,18.0,70%,13.0,64%,25.0,61%,-22.0,73%,-10.0,48%,9.0,30,15,2020
33,1506,Elementary,JK-8,255,0,100,0,0,10,0,75%,3.0,85%,24.0,80%,24.0,86%,8.0,91%,17.0,41%,6.0,15,0,2020
33,1524,Elementary,JK-6,190,5,100,0,0,10,0,77%,18.0,60%,13.0,47%,0.0,95%,12.0,90%,48.0,45%,24.0,10,0,2020
33,1560,Elementary,JK-8,570,7,100,6,5,18,0,70%,8.0,56%,-6.0,52%,7.0,79%,11.0,75%,26.0,48%,20.0,36,10,2020
33,1573,Elementary,JK-8,235,0,100,0,0,30,0,78%,3.0,61%,-20.0,52%,-17.0,58%,-5.0,58%,-9.0,8%,-32.0,30,0,2020
33,1574,Elementary,JK-8,365,15,100,10,10,20,0,52%,13.0,45%,1.0,52%,8.0,71%,0.0,68%,-3.0,26%,-9.0,30,10,2020
33,1585,Elementary,JK-6,265,10,100,5,10,25,0,82%,21.0,79%,14.0,50%,-4.0,74%,9.0,74%,-11.0,32%,-23.0,20,0,2020
33,1640,Elementary,JK-6,275,5,100,5,5,30,0,50%,-21.0,38%,-42.0,44%,-22.0,56%,6.0,56%,0.0,31%,7.0,40,10,2020
33,1653,Elementary,JK-8,160,0,100,0,0,15,0,35%,-9.0,29%,-15.0,29%,-2.0,67%,3.0,58%,-6.0,17%,10.0,15,0,2020
33,1671,Elementary,JK-8,240,0,100,0,0,10,0,86%,16.0,86%,26.0,71%,31.0,90%,-2.0,86%,3.0,57%,24.0,10,0,2020
33,1740,Elementary,JK-8,170,0,100,0,0,20,0,79%,26.0,57%,4.0,64%,26.0,82%,32.0,91%,47.0,55%,49.0,10,0,2020
33,1760,Elementary,JK-8,220,0,100,0,0,30,0,71%,-4.0,71%,0.0,61%,32.0,73%,-13.0,59%,-20.0,50%,0.0,10,0,2020
33,2285,Elementary,JK-8,205,0,100,0,0,20,0,92%,49.0,71%,4.0,67%,19.0,80%,-11.0,75%,20.0,35%,8.0,10,5,2020
33,2331,Elementary,JK-8,400,0,100,0,0,25,0,70%,1.0,81%,28.0,56%,18.0,56%,-6.0,64%,5.0,31%,9.0,20,10,2020
33,2399,Elementary,JK-8,350,0,100,0,0,20,0,77%,2.0,77%,-5.0,67%,-21.0,65%,-13.0,79%,12.0,18%,-15.0,10,0,2020
33,2432,Elementary,JK-8,325,0,100,0,0,15,0,72%,37.0,62%,15.0,41%,6.0,83%,-1.0,86%,18.0,41%,-5.0,5,0,2020
33,2454,Elementary,JK-8,610,4,100,1,1,13,0,75%,-2.0,81%,9.0,56%,-10.0,90%,-3.0,80%,-4.0,55%,-13.0,10,1,2020
34,739,Elementary,JK-6,145,5,100,0,5,25,0,39%,-5.0,44%,0.0,28%,-16.0,47%,8.0,71%,15.0,6%,-11.0,15,10,2020
34,854,Elementary,JK-8,190,0,100,0,0,0,0,92%,11.0,83%,21.0,83%,27.0,94%,0.0,94%,22.0,65%,9.0,0,5,2020
34,1136,Elementary,JK-6,245,0,100,0,0,10,0,64%,27.0,72%,51.0,36%,10.0,71%,9.0,71%,17.0,42%,1.0,10,10,2020
34,1359,Elementary,JK-8,315,0,100,0,0,15,0,77%,-7.0,71%,-13.0,57%,-14.0,86%,10.0,77%,-1.0,71%,6.0,10,5,2020
34,1423,Elementary,JK-8,405,0,100,0,0,20,0,59%,9.0,59%,-1.0,56%,4.0,83%,-1.0,74%,-7.0,59%,6.0,15,10,2020
34,1718,Elementary,JK-8,350,5,100,0,0,20,0,32%,-18.0,27%,-11.0,32%,0.0,44%,5.0,40%,1.0,23%,12.0,20,10,2020
34,2386,Elementary,JK-6,355,0,100,0,0,10,0,71%,-1.0,47%,-15.0,56%,-4.0,94%,16.0,86%,26.0,44%,29.0,10,10,2020
35,529,Elementary,JK-6,280,0,100,0,0,20,0,73%,-4.0,48%,-26.0,61%,-18.0,86%,22.0,81%,17.0,45%,0.0,10,5,2020
35,2006,Elementary,JK-6,135,0,100,5,0,45,0,76%,-4.0,71%,-5.0,57%,-23.0,84%,16.0,89%,25.0,58%,35.0,10,0,2020
35,2219,Elementary,JK-6,245,0,100,0,0,40,0,68%,-12.0,64%,-16.0,43%,-14.0,76%,3.0,82%,9.0,20%,-11.0,20,15,2020
